,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CaseNumber,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Crime_Date,Crime_Time,Month,Day,DayOT,Crime_Date_Day,Crime_month,CrimeType,Date,code_Crime_Time,code_Date,code_Primary,Labels
600088,600088,600088,600088,HW408051,0610,0610,0,0,1924,19,05,2013,2013-08-14,12:00:00,August,Wednesday,Afternoon,14,8,group1,14/8,1493,70,79,0
113212,113212,113212,113212,HV159169,5000,5000,0,0,2012,20,26,2012,2012-02-15,12:00:00,February,Wednesday,Afternoon,15,2,group3,15/2,1493,76,336,0
133589,133589,133589,133589,HV192964,1310,1310,0,1,1631,16,14,2012,2012-03-11,17:40:00,March,Sunday,Afternoon,11,3,group1,11/3,3182,29,151,1
445482,445482,445482,445482,HW160028,0486,0486,0,1,1423,14,08B,2013,2013-02-17,13:50:00,February,Sunday,Afternoon,17,2,group2,17/2,2018,100,51,0
394226,394226,394226,394226,HV602690,0910,0910,1,0,1513,15,07,2012,2012-12-13,23:00:00,December,Thursday,Evening,13,12,group1,13/12,4485,51,97,1
182247,182247,182247,182247,HV265593,1310,1310,0,1,1133,11,14,2012,2012-04-30,23:05:00,April,Monday,Evening,30,4,group1,30/4,4494,281,151,1
1003373,1003373,1003373,1003373,HY221482,1563,1563,0,0,933,9,17,2015,2015-04-09,19:30:00,April,Thursday,Evening,9,4,group4,9/4,3763,360,198,1
669776,669776,669776,669776,HW519441,1235,1235,1,0,422,4,11,2013,2013-11-03,19:16:00,November,Sunday,Evening,3,11,group5,3/11,3691,266,141,1
112284,112284,112284,112284,HV158617,0810,0810,0,0,1222,12,06,2012,2012-02-14,15:30:00,February,Tuesday,Afternoon,14,2,group1,14/2,2519,64,83,0
1104696,1104696,1104696,1104696,HY397614,2025,2025,1,0,1623,16,18,2015,2015-08-25,23:25:00,August,Tuesday,Evening,25,8,group5,25/8,4538,214,252,1
1382450,1382450,1382450,1382450,HZ467217,0810,0810,0,0,332,3,06,2016,2016-10-07,16:00:00,October,Friday,Afternoon,7,10,group1,7/10,2672,331,83,0
620431,620431,620431,620431,HW439771,0820,0820,0,0,1932,19,06,2013,2013-09-06,07:00:00,September,Friday,Morning,6,9,group1,6/9,528,329,84,2
1348841,1348841,1348841,1348841,HZ417300,0320,0320,0,0,725,7,03,2016,2016-08-05,13:15:00,August,Friday,Afternoon,5,8,group2,5/8,1872,316,20,0
206789,206789,206789,206789,HV309249,0460,0460,1,0,2031,20,08B,2012,2012-05-29,17:31:00,May,Tuesday,Afternoon,29,5,group2,29/5,3132,259,39,1
1321729,1321729,1321729,1321729,HZ361291,1320,1320,0,0,424,4,14,2016,2016-07-23,15:45:00,July,Saturday,Afternoon,23,7,group1,23/7,2599,189,152,0
245691,245691,245691,245691,HV370243,1121,1121,0,0,2512,25,10,2012,2012-07-06,21:37:00,July,Friday,Evening,6,7,group5,6/7,4268,327,119,1
31715,31715,31715,31715,HY106872,1506,1506,1,0,522,5,16,2015,2015-01-07,12:07:00,January,Wednesday,Afternoon,7,1,group4,7/1,1527,330,179,0
9392,9392,9392,9392,HZ273789,0820,0820,0,0,131,1,06,2016,2016-04-20,12:00:00,April,Wednesday,Afternoon,20,4,group1,20/4,1493,150,84,0
1121688,1121688,1121688,1121688,HY427152,0860,0860,1,0,2533,25,06,2015,2015-09-17,14:20:00,September,Thursday,Afternoon,17,9,group1,17/9,2170,107,91,0
185491,185491,185491,185491,HV275142,1310,1310,0,0,915,9,14,2012,2012-05-06,12:00:00,May,Sunday,Afternoon,6,5,group1,6/5,1493,325,151,0
1443730,1443730,1443730,1443730,JA100188,0486,0486,1,1,823,8,08B,2017,2017-01-01,03:28:00,January,Sunday,Night,1,1,group2,1/1,275,0,51,2
1175338,1175338,1175338,1175338,HY522366,0460,0460,0,0,211,2,08B,2015,2015-12-02,02:00:00,December,Wednesday,Night,2,12,group2,2/12,166,135,39,2
814508,814508,814508,814508,HX278310,0910,0910,0,0,731,7,07,2014,2014-05-24,21:00:00,May,Saturday,Evening,24,5,group1,24/5,4156,199,97,1
1444677,1444677,1444677,1444677,JA101184,2860,2860,1,0,722,7,24,2017,2017-01-02,02:49:00,January,Monday,Night,2,1,group5,2/1,227,132,290,2
578411,578411,578411,578411,HW373960,0610,0610,0,0,933,9,05,2013,2013-07-18,08:00:00,July,Thursday,Morning,18,7,group1,18/7,628,117,79,2
624434,624434,624434,624434,HW446424,2027,2027,1,0,1112,11,18,2013,2013-09-10,19:32:00,September,Tuesday,Evening,10,9,group5,10/9,3772,23,254,1
865967,865967,865967,865967,HX364290,1811,1811,1,0,414,4,18,2014,2014-07-28,16:25:00,July,Monday,Afternoon,28,7,group5,28/7,2801,249,229,0
627111,627111,627111,627111,HW450753,0820,0820,0,0,1712,17,06,2013,2013-09-09,13:00:00,September,Monday,Afternoon,9,9,group1,9/9,1789,365,84,0
636791,636791,636791,636791,HW465442,0545,0545,1,0,1034,10,08A,2013,2013-09-24,14:50:00,September,Tuesday,Afternoon,24,9,group2,24/9,2320,203,63,0
1217447,1217447,1217447,1217447,HZ150169,0890,0890,0,0,2423,24,06,2016,2016-02-02,12:00:00,February,Tuesday,Afternoon,2,2,group1,2/2,1493,136,95,0
163278,163278,163278,163278,HV239984,0840,0840,0,0,726,7,06,2012,2012-04-13,08:45:00,April,Friday,Morning,13,4,group1,13/4,718,54,86,2
488851,488851,488851,488851,HW230720,0496,0496,0,1,1113,11,04B,2013,2013-04-12,22:30:00,April,Friday,Evening,12,4,group2,12/4,4419,42,56,1
583292,583292,583292,583292,HW381773,1330,1330,0,0,1111,11,26,2013,2013-07-27,16:52:00,July,Saturday,Afternoon,27,7,group1,27/7,2935,237,153,0
1031378,1031378,1031378,1031378,HY269898,1150,1150,1,0,1513,15,11,2015,2015-05-21,20:18:00,May,Thursday,Evening,21,5,group5,21/5,3995,163,124,1
402069,402069,402069,402069,HV615294,0820,0820,0,0,735,7,06,2012,2012-12-24,13:50:00,December,Monday,Afternoon,24,12,group1,24/12,2018,195,84,0
1423474,1423474,1423474,1423474,HZ536079,0820,0820,1,0,332,3,06,2016,2016-12-01,15:26:00,December,Thursday,Afternoon,1,12,group1,1/12,2499,3,84,0
424864,424864,424864,424864,HW127400,1320,1320,0,0,323,3,14,2013,2013-01-22,16:45:00,January,Tuesday,Afternoon,22,1,group1,22/1,2897,168,152,0
166216,166216,166216,166216,HV244296,0470,0470,0,1,612,6,24,2012,2012-04-16,09:50:00,April,Monday,Morning,16,4,group5,16/4,875,90,42,2
1097453,1097453,1097453,1097453,HY385282,0460,0460,0,0,1034,10,08B,2015,2015-08-15,01:00:00,August,Saturday,Night,15,8,group2,15/8,93,82,39,2
10695,10695,10695,10695,HZ265305,0560,0560,0,0,1014,10,08A,2016,2016-05-15,09:00:00,May,Sunday,Morning,15,5,group2,15/5,751,79,73,2
17063,17063,17063,17063,HZ278132,0610,0610,0,0,2233,22,05,2016,2016-05-24,14:59:00,May,Tuesday,Afternoon,24,5,group1,24/5,2368,199,79,0
1090893,1090893,1090893,1090893,HY374130,0820,0820,0,0,133,1,06,2015,2015-08-07,16:30:00,August,Friday,Afternoon,7,8,group1,7/8,2833,340,84,0
17147,17147,17147,17147,HZ278102,0610,0610,0,0,1922,19,05,2016,2016-05-24,07:30:00,May,Tuesday,Morning,24,5,group1,24/5,569,199,79,2
103295,103295,103295,103295,HV144022,0520,0520,1,0,2332,19,04A,2012,2012-02-03,15:05:00,February,Friday,Afternoon,3,2,group2,3/2,2395,268,61,0
371240,371240,371240,371240,HV566659,0560,0560,1,0,221,2,08A,2012,2012-11-17,22:20:00,November,Saturday,Evening,17,11,group2,17/11,4394,98,73,1
1318932,1318932,1318932,1318932,HZ359256,0890,0890,0,0,1911,19,06,2016,2016-07-19,23:00:00,July,Tuesday,Evening,19,7,group1,19/7,4485,129,95,1
876478,876478,876478,876478,HX381340,0460,0460,0,0,231,2,08B,2014,2014-08-10,01:26:00,August,Sunday,Night,10,8,group2,10/8,123,22,39,2
1140549,1140549,1140549,1140549,HY460260,0560,0560,0,0,2413,24,08A,2015,2015-10-13,12:00:00,October,Tuesday,Afternoon,13,10,group2,13/10,1493,49,73,0
1319306,1319306,1319306,1319306,HZ356978,0460,0460,0,0,1911,19,08B,2016,2016-07-20,15:45:00,July,Wednesday,Afternoon,20,7,group2,20/7,2599,153,39,0
439268,439268,439268,439268,HW150774,0810,0810,0,0,131,1,06,2013,2013-02-08,22:30:00,February,Friday,Evening,8,2,group1,8/2,4419,346,83,1
1154565,1154565,1154565,1154565,HY485249,0560,0560,0,0,2413,24,08A,2015,2015-11-01,17:15:00,November,Sunday,Afternoon,1,11,group2,1/11,3056,2,73,0
410212,410212,410212,410212,HW104704,0560,0560,1,0,714,7,08A,2013,2013-01-04,17:00:00,January,Friday,Afternoon,4,1,group2,4/1,2982,294,73,0
215744,215744,215744,215744,HV323589,0460,0460,0,0,312,3,08B,2012,2012-06-07,19:50:00,June,Thursday,Evening,7,6,group2,7/6,3872,338,39,1
1139540,1139540,1139540,1139540,HY458590,031A,031A,0,0,621,6,03,2015,2015-10-12,02:50:00,October,Monday,Night,12,10,group2,12/10,229,37,18,2
839202,839202,839202,839202,HX319894,0860,0860,1,0,2533,25,06,2014,2014-06-26,16:00:00,June,Thursday,Afternoon,26,6,group1,26/6,2672,224,91,0
279821,279821,279821,279821,HV423043,0910,0910,0,0,1233,12,07,2012,2012-08-09,00:01:00,August,Thursday,Night,9,8,group1,9/8,2,364,97,2
344423,344423,344423,344423,HV524006,0630,0630,0,0,1724,17,05,2012,2012-10-18,15:15:00,October,Thursday,Afternoon,18,10,group1,18/10,2432,109,81,0
846186,846186,846186,846186,HX331458,041A,041A,0,0,1121,11,04B,2014,2014-07-04,21:50:00,July,Friday,Evening,4,7,group2,4/7,4317,303,30,1
1363342,1363342,1363342,1363342,HZ433131,051A,051A,0,0,921,9,04A,2016,2016-09-13,23:23:00,September,Tuesday,Evening,13,9,group2,13/9,4536,59,59,1
1311677,1311677,1311677,1311677,HZ351990,0910,0910,0,0,831,8,07,2016,2016-07-08,14:00:00,July,Friday,Afternoon,8,7,group1,8/7,2074,351,97,0
867749,867749,867749,867749,HX366916,0430,0430,0,0,1533,15,04B,2014,2014-07-30,15:55:00,July,Wednesday,Afternoon,30,7,group2,30/7,2648,284,33,0
75738,75738,75738,75738,HZ130709,0560,0560,1,0,1013,10,08A,2016,2016-01-27,14:40:00,January,Wednesday,Afternoon,27,1,group2,27/1,2277,228,73,0
1297338,1297338,1297338,1297338,HZ320991,0430,0430,1,0,1022,10,04B,2016,2016-06-24,02:45:00,June,Friday,Night,24,6,group2,24/6,222,200,33,2
509297,509297,509297,509297,HW263359,0486,0486,0,1,232,2,08B,2013,2013-05-06,21:45:00,May,Monday,Evening,6,5,group2,6/5,4299,325,51,1
773965,773965,773965,773965,HX210013,1310,1310,0,0,1524,15,14,2014,2014-04-03,08:25:00,April,Thursday,Morning,3,4,group1,3/4,673,270,151,2
986792,986792,986792,986792,HY192678,2028,2028,1,0,614,6,18,2015,2015-03-21,01:30:00,March,Saturday,Night,21,3,group5,21/3,127,161,255,2
141478,141478,141478,141478,HV205803,0610,0610,0,0,122,1,05,2012,2012-03-14,16:00:00,March,Wednesday,Afternoon,14,3,group1,14/3,2672,65,79,0
216714,216714,216714,216714,HV323726,0460,0460,0,0,1512,15,08B,2012,2012-06-07,11:30:00,June,Thursday,Morning,7,6,group2,7/6,1332,338,39,2
856640,856640,856640,856640,HX348659,1310,1310,0,0,1612,16,14,2014,2014-07-15,18:18:00,July,Tuesday,Evening,15,7,group1,15/7,3390,81,151,1
227295,227295,227295,227295,HV341856,1320,1320,0,0,1724,17,14,2012,2012-06-19,01:00:00,June,Tuesday,Night,19,6,group1,19/6,93,128,152,2
1428908,1428908,1428908,1428908,HZ545895,0460,0460,0,0,1132,11,08B,2016,2016-12-09,15:40:00,December,Friday,Afternoon,9,12,group2,9/12,2576,357,39,0
278812,278812,278812,278812,HV421451,0530,0530,0,0,331,3,04A,2012,2012-08-08,14:30:00,August,Wednesday,Afternoon,8,8,group2,8/8,2226,352,62,0
371155,371155,371155,371155,HV566582,0281,0281,0,0,434,4,02,2012,2012-11-17,19:18:00,November,Saturday,Evening,17,11,group4,17/11,3699,98,14,1
937496,937496,937496,937496,HX484096,0810,0810,0,0,725,7,06,2014,2014-10-25,15:00:00,October,Saturday,Afternoon,25,10,group1,25/10,2373,205,83,0
76979,76979,76979,76979,HY476963,1153,1153,0,0,2233,22,11,2014,2014-01-23,09:00:00,January,Thursday,Morning,23,1,group5,23/1,751,180,127,2
1206762,1206762,1206762,1206762,HZ122640,1320,1320,0,0,1522,15,14,2016,2016-01-20,13:00:00,January,Wednesday,Afternoon,20,1,group1,20/1,1789,144,152,0
928602,928602,928602,928602,HX468116,1320,1320,0,0,1424,14,14,2014,2014-10-15,05:15:00,October,Wednesday,Night,15,10,group1,15/10,394,73,152,2
1283399,1283399,1283399,1283399,HZ297023,0530,0530,0,0,221,2,04A,2016,2016-06-07,10:15:00,June,Tuesday,Morning,7,6,group2,7/6,953,338,62,2
500127,500127,500127,500127,HW248849,1310,1310,1,0,231,2,14,2013,2013-04-18,19:00:00,April,Thursday,Evening,18,4,group1,18/4,3616,114,151,1
578648,578648,578648,578648,HW374451,1220,1220,0,0,913,9,11,2013,2013-07-22,18:50:00,July,Monday,Evening,22,7,group5,22/7,3555,177,139,1
699246,699246,699246,699246,HW568403,0810,0810,0,0,211,2,06,2013,2013-12-10,09:00:00,December,Tuesday,Morning,10,12,group1,10/12,751,15,83,2
354891,354891,354891,354891,HV540770,0320,0320,0,0,934,9,03,2012,2012-10-29,15:00:00,October,Monday,Afternoon,29,10,group2,29/10,2373,253,20,0
927679,927679,927679,927679,HX467107,0820,0820,0,1,1132,11,06,2014,2014-10-14,11:35:00,October,Tuesday,Morning,14,10,group1,14/10,1360,61,84,2
68633,68633,68633,68633,HY177979,2826,2826,0,1,735,7,26,2015,2015-03-09,12:05:00,March,Monday,Afternoon,9,3,group3,9/3,1517,359,285,0
259607,259607,259607,259607,HV390215,0620,0620,0,0,1031,10,05,2012,2012-07-19,12:04:00,July,Thursday,Afternoon,19,7,group1,19/7,1513,129,80,0
825788,825788,825788,825788,HX297671,2820,2820,0,1,823,8,26,2014,2014-06-09,23:00:00,June,Monday,Evening,9,6,group3,9/6,4485,362,283,1
526789,526789,526789,526789,HW282540,0870,0870,0,0,512,5,06,2013,2013-05-18,22:45:00,May,Saturday,Evening,18,5,group1,18/5,4451,115,93,1
675081,675081,675081,675081,HW528064,1310,1310,0,0,712,7,14,2013,2013-11-09,19:30:00,November,Saturday,Evening,9,11,group1,9/11,3763,356,151,1
297515,297515,297515,297515,HV446145,0890,0890,0,0,623,6,06,2012,2012-08-24,14:00:00,August,Friday,Afternoon,24,8,group1,24/8,2074,202,95,0
422271,422271,422271,422271,HW123284,1310,1310,0,1,531,5,14,2013,2013-01-19,08:50:00,January,Saturday,Morning,19,1,group1,19/1,728,120,151,2
224321,224321,224321,224321,HV336973,0486,0486,0,1,1133,11,08B,2012,2012-06-16,00:06:00,June,Saturday,Night,16,6,group2,16/6,10,92,51,2
255833,255833,255833,255833,HV385866,0890,0890,0,0,1311,12,06,2012,2012-07-16,09:00:00,July,Monday,Morning,16,7,group1,16/7,751,93,95,2
1450999,1450999,1450999,1450999,JA112099,0820,0820,0,0,523,5,06,2017,2017-01-11,10:00:00,January,Wednesday,Morning,11,1,group1,11/1,906,24,84,2
34432,34432,34432,34432,HY112470,1340,1340,0,0,231,2,14,2015,2015-01-12,16:00:00,January,Monday,Afternoon,12,1,group1,12/1,2672,36,155,0
622211,622211,622211,622211,HW442753,0486,0486,0,1,1022,10,08B,2013,2013-09-08,09:00:00,September,Sunday,Morning,8,9,group2,8/9,751,353,51,2
937195,937195,937195,937195,HX483665,1310,1310,0,0,1732,17,14,2014,2014-10-27,03:58:00,October,Monday,Night,27,10,group1,27/10,306,229,151,2
435532,435532,435532,435532,HW144875,2024,2024,1,0,1533,15,18,2013,2013-02-05,11:45:00,February,Tuesday,Morning,5,2,group5,5/2,1413,310,251,0
476124,476124,476124,476124,HW210801,1320,1320,0,0,423,4,14,2013,2013-03-28,20:00:00,March,Thursday,Evening,28,3,group1,28/3,3915,245,152,1
1212351,1212351,1212351,1212351,HZ227473,0460,0460,0,0,1424,14,08B,2016,2016-04-15,16:12:00,April,Friday,Afternoon,15,4,group2,15/4,2736,78,39,0
266912,266912,266912,266912,HV402754,0860,0860,1,0,632,6,06,2012,2012-07-27,12:00:00,July,Friday,Afternoon,27,7,group1,27/7,1493,237,91,0
203444,203444,203444,203444,HV303862,031A,031A,0,0,2232,22,03,2012,2012-05-26,01:30:00,May,Saturday,Night,26,5,group2,26/5,127,223,18,2
1368837,1368837,1368837,1368837,HZ442127,0486,0486,0,1,421,4,08B,2016,2016-09-20,11:00:00,September,Tuesday,Morning,20,9,group2,20/9,1157,155,51,2
929282,929282,929282,929282,HX470551,2092,2092,1,0,1222,12,26,2014,2014-10-16,21:55:00,October,Thursday,Evening,16,10,group5,16/10,4330,85,269,1
197265,197265,197265,197265,HV293486,0486,0486,0,1,524,5,08B,2012,2012-05-19,11:08:00,May,Saturday,Morning,19,5,group2,19/5,1214,127,51,2
112613,112613,112613,112613,HV159163,0460,0460,0,0,424,4,08B,2012,2012-02-15,14:15:00,February,Wednesday,Afternoon,15,2,group2,15/2,2145,76,39,0
101041,101041,101041,101041,HV140412,0320,0320,1,0,1824,18,03,2012,2012-01-31,23:51:00,January,Tuesday,Evening,31,1,group2,31/1,4578,287,20,1
652234,652234,652234,652234,HW490857,051A,051A,1,0,1631,16,04A,2013,2013-10-12,22:53:00,October,Saturday,Evening,12,10,group2,12/10,4471,37,59,1
732797,732797,732797,732797,HX136833,2825,2825,0,1,431,4,26,2014,2014-02-02,08:00:00,February,Sunday,Morning,2,2,group3,2/2,628,136,284,2
1259591,1259591,1259591,1259591,HZ215253,0486,0486,0,1,431,4,08B,2016,2016-04-06,08:30:00,April,Wednesday,Morning,6,4,group2,6/4,682,324,51,2
472953,472953,472953,472953,HW205984,0890,0890,0,0,424,4,06,2013,2013-03-21,10:00:00,March,Thursday,Morning,21,3,group1,21/3,906,161,95,2
260428,260428,260428,260428,HV393078,0820,0820,0,0,1232,12,06,2012,2012-07-21,03:55:00,July,Saturday,Night,21,7,group1,21/7,303,165,84,2
1280051,1280051,1280051,1280051,HZ291556,0420,0420,1,0,834,8,04B,2016,2016-06-03,09:15:00,June,Friday,Morning,3,6,group2,3/6,780,272,32,2
577743,577743,577743,577743,HW372995,0820,0820,0,0,312,3,06,2013,2013-07-21,20:35:00,July,Sunday,Evening,21,7,group1,21/7,4062,165,84,1
487758,487758,487758,487758,HW228860,1310,1310,0,0,331,3,14,2013,2013-04-11,16:45:00,April,Thursday,Afternoon,11,4,group1,11/4,2897,30,151,0
1138430,1138430,1138430,1138430,HZ223072,3100,3100,1,0,624,6,24,2016,2016-04-12,12:30:00,April,Tuesday,Afternoon,12,4,group5,12/4,1635,42,296,0
548805,548805,548805,548805,HW326573,1811,1811,1,0,924,9,18,2013,2013-06-19,20:04:00,June,Wednesday,Evening,19,6,group5,19/6,3931,128,229,1
1202424,1202424,1202424,1202424,HZ114268,0930,0930,0,0,1011,10,07,2016,2016-01-13,11:00:00,January,Wednesday,Morning,13,1,group1,13/1,1157,48,105,2
109196,109196,109196,109196,HV153474,1811,1811,1,0,1522,15,18,2012,2012-02-10,22:15:00,February,Friday,Evening,10,2,group5,10/2,4379,16,229,1
682593,682593,682593,682593,HW540301,1365,1365,0,0,213,2,26,2013,2013-11-19,19:13:00,November,Tuesday,Evening,19,11,group1,19/11,3678,122,159,1
536314,536314,536314,536314,HW306421,0610,0610,0,0,1225,12,05,2013,2013-06-05,11:00:00,June,Wednesday,Morning,5,6,group1,5/6,1157,314,79,2
678910,678910,678910,678910,HW534176,041A,041A,1,0,715,7,04B,2013,2013-11-15,09:40:00,November,Friday,Morning,15,11,group2,15/11,846,74,30,2
477953,477953,477953,477953,HW213740,0560,0560,1,0,1723,17,08A,2013,2013-03-31,12:46:00,March,Sunday,Afternoon,31,3,group2,31/3,1723,290,73,0
281047,281047,281047,281047,HV425081,0486,0486,0,1,312,3,08B,2012,2012-08-10,22:20:00,August,Friday,Evening,10,8,group2,10/8,4394,22,51,1
135726,135726,135726,135726,HV196399,0486,0486,0,1,733,7,08B,2012,2012-03-13,22:00:00,March,Tuesday,Evening,13,3,group2,13/3,4341,53,51,1
732907,732907,732907,732907,HX136932,0820,0820,0,1,531,5,06,2014,2014-02-02,22:10:00,February,Sunday,Evening,2,2,group1,2/2,4365,136,84,1
185858,185858,185858,185858,HV276109,2014,2014,1,0,1121,11,18,2012,2012-05-07,20:30:00,May,Monday,Evening,7,5,group5,7/5,4045,337,241,1
48817,48817,48817,48817,HY138929,1811,1811,1,0,1023,10,18,2015,2015-02-04,00:53:00,February,Wednesday,Night,4,2,group5,4/2,84,298,229,2
1218146,1218146,1218146,1218146,HZ145960,1150,1150,0,0,112,1,11,2016,2016-02-09,14:00:00,February,Tuesday,Afternoon,9,2,group5,9/2,2074,358,124,0
482423,482423,482423,482423,HW220759,0890,0890,1,0,132,1,06,2013,2013-04-05,16:00:00,April,Friday,Afternoon,5,4,group1,5/4,2672,312,95,0
996704,996704,996704,996704,HY209825,0486,0486,0,1,414,4,08B,2015,2015-04-04,06:40:00,April,Saturday,Morning,4,4,group2,4/4,501,300,51,2
332024,332024,332024,332024,HV504273,0460,0460,0,0,1114,11,08B,2012,2012-10-04,15:28:00,October,Thursday,Afternoon,4,10,group2,4/10,2506,295,39,0
1161690,1161690,1161690,1161690,HY497733,3750,3750,1,0,225,2,24,2015,2015-11-11,13:26:00,November,Wednesday,Afternoon,11,11,group5,11/11,1913,26,305,0
1107441,1107441,1107441,1107441,HY402148,1130,1130,0,0,2412,24,11,2015,2015-08-29,12:00:00,August,Saturday,Afternoon,29,8,group5,29/8,1493,262,121,0
795914,795914,795914,795914,HX246812,0860,0860,0,0,234,2,06,2014,2014-05-03,11:30:00,May,Saturday,Morning,3,5,group1,3/5,1332,271,91,2
1352786,1352786,1352786,1352786,HZ415762,0610,0610,0,0,2032,20,05,2016,2016-08-31,18:00:00,August,Wednesday,Evening,31,8,group1,31/8,3287,293,79,1
212161,212161,212161,212161,HV317838,0820,0820,0,0,231,2,06,2012,2012-06-03,19:00:00,June,Sunday,Evening,3,6,group1,3/6,3616,272,84,1
810797,810797,810797,810797,HX270062,0610,0610,0,0,222,2,05,2014,2014-05-19,12:25:00,May,Monday,Afternoon,19,5,group1,19/5,1606,127,79,0
168540,168540,168540,168540,HV248221,031A,031A,0,0,1133,11,03,2012,2012-04-18,21:05:00,April,Wednesday,Evening,18,4,group2,18/4,4171,114,18,1
919184,919184,919184,919184,HX452787,4650,4650,1,0,1832,18,26,2014,2014-10-02,19:10:00,October,Thursday,Evening,2,10,group3,2/10,3667,133,329,1
754960,754960,754960,754960,HX177895,0820,0820,0,0,1111,11,06,2014,2014-03-08,23:45:00,March,Saturday,Evening,8,3,group1,8/3,4569,347,84,1
474424,474424,474424,474424,HW208079,0880,0880,0,0,223,2,06,2013,2013-03-27,01:30:00,March,Wednesday,Night,27,3,group1,27/3,127,233,94,2
312069,312069,312069,312069,HV473033,1320,1320,0,0,215,2,14,2012,2012-09-12,17:50:00,September,Wednesday,Afternoon,12,9,group1,12/9,3241,47,152,1
374829,374829,374829,374829,HV572293,0610,0610,0,0,834,8,05,2012,2012-11-22,00:05:00,November,Thursday,Night,22,11,group1,22/11,9,170,79,2
1280712,1280712,1280712,1280712,HZ292357,0110,0110,0,0,1421,14,01A,2016,2016-06-03,18:48:00,June,Friday,Evening,3,6,group2,3/6,3543,272,0,1
1269874,1269874,1269874,1269874,HW302389,0110,0110,0,0,322,3,01A,2013,2013-06-03,12:38:00,June,Monday,Afternoon,3,6,group2,3/6,1679,272,0,0
511222,511222,511222,511222,HW265831,5000,5000,0,1,813,8,26,2013,2013-05-07,04:00:00,May,Tuesday,Night,7,5,group3,7/5,308,337,336,2
389118,389118,389118,389118,HV594592,1310,1310,0,0,2223,22,14,2012,2012-12-08,10:00:00,December,Saturday,Morning,8,12,group1,8/12,906,345,151,2
1345290,1345290,1345290,1345290,HZ402735,0810,0810,0,0,431,4,06,2016,2016-08-22,10:00:00,August,Monday,Morning,22,8,group1,22/8,906,178,83,2
481204,481204,481204,481204,HW218876,1811,1811,1,0,1532,15,18,2013,2013-04-04,11:10:00,April,Thursday,Morning,4,4,group5,4/4,1224,300,229,2
801281,801281,801281,801281,HX255839,1310,1310,0,0,2033,20,14,2014,2014-05-09,22:00:00,May,Friday,Evening,9,5,group1,9/5,4341,361,151,1
426751,426751,426751,426751,HW130466,0486,0486,0,1,1033,10,08B,2013,2013-01-25,05:50:00,January,Friday,Night,25,1,group2,25/1,434,204,51,2
881218,881218,881218,881218,HX389135,0820,0820,0,0,1921,19,06,2014,2014-08-10,03:00:00,August,Sunday,Night,10,8,group1,10/8,240,22,84,2
514083,514083,514083,514083,HW271051,2024,2024,1,0,1011,10,18,2013,2013-05-12,10:40:00,May,Sunday,Morning,12,5,group5,12/5,1060,43,251,2
1395477,1395477,1395477,1395477,HZ487866,041A,041A,0,0,715,7,04B,2016,2016-10-24,22:55:00,October,Monday,Evening,24,10,group2,24/10,4476,193,30,1
983181,983181,983181,983181,HY133057,1153,1153,0,0,122,1,11,2014,2014-10-06,08:00:00,October,Monday,Morning,6,10,group5,6/10,628,319,127,2
651276,651276,651276,651276,HW489362,2024,2024,1,0,713,7,18,2013,2013-10-11,19:09:00,October,Friday,Evening,11,10,group5,11/10,3663,25,251,1
277002,277002,277002,277002,HV418743,0820,0820,0,0,211,2,06,2012,2012-08-05,23:00:00,August,Sunday,Evening,5,8,group1,5/8,4485,316,84,1
478668,478668,478668,478668,HW214933,1310,1310,0,0,1014,10,14,2013,2013-03-28,00:00:00,March,Thursday,Night,28,3,group1,28/3,0,245,151,2
437815,437815,437815,437815,HW148614,2825,2825,0,0,1232,12,26,2013,2013-02-08,08:00:00,February,Friday,Morning,8,2,group3,8/2,628,346,284,2
903745,903745,903745,903745,HX426766,0910,0910,0,0,2523,25,07,2014,2014-09-12,14:00:00,September,Friday,Afternoon,12,9,group1,12/9,2074,47,97,0
1172388,1172388,1172388,1172388,HY517479,0910,0910,0,0,912,9,07,2015,2015-11-26,18:00:00,November,Thursday,Evening,26,11,group1,26/11,3287,218,97,1
1030642,1030642,1030642,1030642,HY268644,0610,0610,0,0,213,2,05,2015,2015-05-20,17:45:00,May,Wednesday,Afternoon,20,5,group1,20/5,3214,151,79,1
321077,321077,321077,321077,HV487226,1121,1121,0,0,712,7,10,2012,2012-09-22,16:30:00,September,Saturday,Afternoon,22,9,group5,22/9,2833,179,119,0
1071200,1071200,1071200,1071200,HY339858,0610,0610,1,0,2522,25,05,2015,2015-07-14,02:07:00,July,Tuesday,Night,14,7,group1,14/7,174,69,79,2
408869,408869,408869,408869,HW102371,2024,2024,1,0,1533,15,18,2013,2013-01-02,18:52:00,January,Wednesday,Evening,2,1,group5,2/1,3569,132,251,1
351376,351376,351376,351376,HV535174,0820,0820,0,0,131,1,06,2012,2012-10-26,00:00:00,October,Friday,Night,26,10,group1,26/10,0,217,84,2
841269,841269,841269,841269,HX323330,2022,2022,1,0,823,8,18,2014,2014-06-29,02:13:00,June,Sunday,Night,29,6,group5,29/6,182,260,249,2
1132849,1132849,1132849,1132849,HZ202968,0820,0820,0,0,224,2,06,2016,2016-03-27,06:45:00,March,Sunday,Morning,27,3,group1,27/3,510,233,84,2
